event_id,hazard_type,tile_id,width,height,pre_image,post_image,pre_json,post_json,bldg_uid,damage_subtype,damage_class,polygon_wkt_xy_pre,polygon_wkt_xy_post,sam3_confidence,pre_crop,post_crop,mask_M,mask_R,crop_x0,crop_y0,crop_size,cx,cy,polygon_source_used,m_area_px,r_area_px,quality_ok,crop_zero_frac
,unknown,cell_00507_pre,1966,1966,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/pair_inputs/cell_00507_pre_pre_disaster.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/pair_inputs/cell_00507_pre_post_disaster.png,,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/stage1/predictions/cell_00507_pre_pre_disaster_prediction.json,96f8566b-6972-4bee-8267-4d3779d199fa,,,"POLYGON ((1815.530029296875 1333.0, 1853.4300537109375 1333.0, 1853.4300537109375 1306.0, 1815.530029296875 1306.0, 1815.530029296875 1333.0))","POLYGON ((1815.530029296875 1333.0, 1853.4300537109375 1333.0, 1853.4300537109375 1306.0, 1815.530029296875 1306.0, 1815.530029296875 1333.0))",0.6415,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/crops_pre/cell_00507_pre__96f8566b-6972-4bee-8267-4d3779d199fa.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/dates/20250110/post_crops/cell_00507_pre__96f8566b-6972-4bee-8267-4d3779d199fa.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/masks_M/cell_00507_pre__96f8566b-6972-4bee-8267-4d3779d199fa.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/masks_R/cell_00507_pre__96f8566b-6972-4bee-8267-4d3779d199fa.png,1707,1192,256,1834.505,1319.522,pre_then_post,1092,13452,true,0.0
,unknown,cell_00507_pre,1966,1966,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/pair_inputs/cell_00507_pre_pre_disaster.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/pair_inputs/cell_00507_pre_post_disaster.png,,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/stage1/predictions/cell_00507_pre_pre_disaster_prediction.json,6ce1304a-4ba1-4d44-8bf8-0c9ddb2908d4,,,"POLYGON ((1143.9200439453125 1331.5, 1159.5 1331.5, 1159.5 1334.5, 1170.5 1334.5, 1170.5 1327.0, 1183.0 1327.0, 1183.0 1317.5, 1190.300048828125 1317.5, 1190.300048828125 1288.97998046875, 1143.9200439453125 1288.97998046875, 1143.9200439453125 1331.5))","POLYGON ((1143.9200439453125 1331.5, 1159.5 1331.5, 1159.5 1334.5, 1170.5 1334.5, 1170.5 1327.0, 1183.0 1327.0, 1183.0 1317.5, 1190.300048828125 1317.5, 1190.300048828125 1288.97998046875, 1143.9200439453125 1288.97998046875, 1143.9200439453125 1331.5))",0.7501,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/crops_pre/cell_00507_pre__6ce1304a-4ba1-4d44-8bf8-0c9ddb2908d4.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/dates/20250110/post_crops/cell_00507_pre__6ce1304a-4ba1-4d44-8bf8-0c9ddb2908d4.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/masks_M/cell_00507_pre__6ce1304a-4ba1-4d44-8bf8-0c9ddb2908d4.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/masks_R/cell_00507_pre__6ce1304a-4ba1-4d44-8bf8-0c9ddb2908d4.png,1038,1181,256,1165.671,1309.250,pre_then_post,1998,15593,true,0.0
,unknown,cell_00507_pre,1966,1966,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/pair_inputs/cell_00507_pre_pre_disaster.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/pair_inputs/cell_00507_pre_post_disaster.png,,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/stage1/predictions/cell_00507_pre_pre_disaster_prediction.json,8bac47a8-53e7-4899-a1bd-ee954a63fc18,,,"POLYGON ((1888.0 1336.5, 1898.0 1336.5, 1898.0 1331.5, 1915.6800537109375 1331.5, 1915.6800537109375 1288.7900390625, 1888.0 1288.7900390625, 1888.0 1336.5))","POLYGON ((1888.0 1336.5, 1898.0 1336.5, 1898.0 1331.5, 1915.6800537109375 1331.5, 1915.6800537109375 1288.7900390625, 1888.0 1288.7900390625, 1888.0 1336.5))",0.6756,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/crops_pre/cell_00507_pre__8bac47a8-53e7-4899-a1bd-ee954a63fc18.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/dates/20250110/post_crops/cell_00507_pre__8bac47a8-53e7-4899-a1bd-ee954a63fc18.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/masks_M/cell_00507_pre__8bac47a8-53e7-4899-a1bd-ee954a63fc18.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/masks_R/cell_00507_pre__8bac47a8-53e7-4899-a1bd-ee954a63fc18.png,1710,1183,256,1901.463,1311.100,pre_then_post,1287,14233,true,0.0
,unknown,cell_00507_pre,1966,1966,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/pair_inputs/cell_00507_pre_pre_disaster.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/pair_inputs/cell_00507_pre_post_disaster.png,,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/stage1/predictions/cell_00507_pre_pre_disaster_prediction.json,eeb0de81-8117-4bf4-a859-e98db941a3bb,,,"POLYGON ((417.739990234375 1344.5, 438.8299865722656 1344.5, 438.8299865722656 1318.0, 417.739990234375 1318.0, 417.739990234375 1344.5))","POLYGON ((417.739990234375 1344.5, 438.8299865722656 1344.5, 438.8299865722656 1318.0, 417.739990234375 1318.0, 417.739990234375 1344.5))",0.6408,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/crops_pre/cell_00507_pre__eeb0de81-8117-4bf4-a859-e98db941a3bb.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/dates/20250110/post_crops/cell_00507_pre__eeb0de81-8117-4bf4-a859-e98db941a3bb.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/masks_M/cell_00507_pre__eeb0de81-8117-4bf4-a859-e98db941a3bb.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/masks_R/cell_00507_pre__eeb0de81-8117-4bf4-a859-e98db941a3bb.png,300,1203,256,428.287,1331.255,pre_then_post,594,11724,true,0.0
,unknown,cell_00507_pre,1966,1966,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/pair_inputs/cell_00507_pre_pre_disaster.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/pair_inputs/cell_00507_pre_post_disaster.png,,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/stage1/predictions/cell_00507_pre_pre_disaster_prediction.json,0275ea07-f5a8-4737-a9fc-27ea9f23618a,,,"POLYGON ((740.3400268554688 1345.02001953125, 764.8300170898438 1345.02001953125, 764.8300170898438 1303.280029296875, 740.3400268554688 1303.280029296875, 740.3400268554688 1345.02001953125))","POLYGON ((740.3400268554688 1345.02001953125, 764.8300170898438 1345.02001953125, 764.8300170898438 1303.280029296875, 740.3400268554688 1303.280029296875, 740.3400268554688 1345.02001953125))",0.6824,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/crops_pre/cell_00507_pre__0275ea07-f5a8-4737-a9fc-27ea9f23618a.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/dates/20250110/post_crops/cell_00507_pre__0275ea07-f5a8-4737-a9fc-27ea9f23618a.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/masks_M/cell_00507_pre__0275ea07-f5a8-4737-a9fc-27ea9f23618a.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/masks_R/cell_00507_pre__0275ea07-f5a8-4737-a9fc-27ea9f23618a.png,625,1196,256,752.591,1324.159,pre_then_post,1075,13548,true,0.0
,unknown,cell_00507_pre,1966,1966,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/pair_inputs/cell_00507_pre_pre_disaster.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/pair_inputs/cell_00507_pre_post_disaster.png,,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/stage1/predictions/cell_00507_pre_pre_disaster_prediction.json,4f518a4e-f880-43ba-8534-7abbacb85a9b,,,"POLYGON ((1068.8499755859375 1347.0999755859375, 1094.56005859375 1345.93994140625, 1092.2900390625 1295.949951171875, 1066.5799560546875 1297.1099853515625, 1068.8499755859375 1347.0999755859375))","POLYGON ((1068.8499755859375 1347.0999755859375, 1094.56005859375 1345.93994140625, 1092.2900390625 1295.949951171875, 1066.5799560546875 1297.1099853515625, 1068.8499755859375 1347.0999755859375))",0.7698,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/crops_pre/cell_00507_pre__4f518a4e-f880-43ba-8534-7abbacb85a9b.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/dates/20250110/post_crops/cell_00507_pre__4f518a4e-f880-43ba-8534-7abbacb85a9b.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/masks_M/cell_00507_pre__4f518a4e-f880-43ba-8534-7abbacb85a9b.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/masks_R/cell_00507_pre__4f518a4e-f880-43ba-8534-7abbacb85a9b.png,953,1194,256,1080.573,1321.528,pre_then_post,1357,14508,true,0.0
,unknown,cell_00507_pre,1966,1966,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/pair_inputs/cell_00507_pre_pre_disaster.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/pair_inputs/cell_00507_pre_post_disaster.png,,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/stage1/predictions/cell_00507_pre_pre_disaster_prediction.json,efd8a732-40a6-465a-a058-c403ac36a2aa,,,"POLYGON ((561.1500244140625 1346.02001953125, 586.0 1346.02001953125, 586.0 1339.5, 591.8499755859375 1339.5, 591.8499755859375 1280.97998046875, 561.1500244140625 1280.97998046875, 561.1500244140625 1346.02001953125))","POLYGON ((561.1500244140625 1346.02001953125, 586.0 1346.02001953125, 586.0 1339.5, 591.8499755859375 1339.5, 591.8499755859375 1280.97998046875, 561.1500244140625 1280.97998046875, 561.1500244140625 1346.02001953125))",0.78,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/crops_pre/cell_00507_pre__efd8a732-40a6-465a-a058-c403ac36a2aa.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/dates/20250110/post_crops/cell_00507_pre__efd8a732-40a6-465a-a058-c403ac36a2aa.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/masks_M/cell_00507_pre__efd8a732-40a6-465a-a058-c403ac36a2aa.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/masks_R/cell_00507_pre__efd8a732-40a6-465a-a058-c403ac36a2aa.png,448,1185,256,576.260,1312.936,pre_then_post,2042,16275,true,0.0
,unknown,cell_00507_pre,1966,1966,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/pair_inputs/cell_00507_pre_pre_disaster.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/pair_inputs/cell_00507_pre_post_disaster.png,,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/stage1/predictions/cell_00507_pre_pre_disaster_prediction.json,fc2735a6-7f4a-4e0a-8503-48e88c1c74e5,,,"POLYGON ((1646.25 1331.3900146484375, 1645.6099853515625 1344.260009765625, 1661.4000244140625 1345.050048828125, 1661.6800537109375 1339.3800048828125, 1687.18994140625 1340.6600341796875, 1686.8399658203125 1347.6400146484375, 1703.47998046875 1348.469970703125, 1705.5400390625 1307.3299560546875, 1647.1600341796875 1304.4100341796875, 1645.81005859375 1331.3699951171875, 1646.25 1331.3900146484375))","POLYGON ((1646.25 1331.3900146484375, 1645.6099853515625 1344.260009765625, 1661.4000244140625 1345.050048828125, 1661.6800537109375 1339.3800048828125, 1687.18994140625 1340.6600341796875, 1686.8399658203125 1347.6400146484375, 1703.47998046875 1348.469970703125, 1705.5400390625 1307.3299560546875, 1647.1600341796875 1304.4100341796875, 1645.81005859375 1331.3699951171875, 1646.25 1331.3900146484375))",0.5466,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/crops_pre/cell_00507_pre__fc2735a6-7f4a-4e0a-8503-48e88c1c74e5.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/dates/20250110/post_crops/cell_00507_pre__fc2735a6-7f4a-4e0a-8503-48e88c1c74e5.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/masks_M/cell_00507_pre__fc2735a6-7f4a-4e0a-8503-48e88c1c74e5.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/masks_R/cell_00507_pre__fc2735a6-7f4a-4e0a-8503-48e88c1c74e5.png,1548,1197,256,1675.694,1324.842,pre_then_post,2249,16816,true,0.0
,unknown,cell_00507_pre,1966,1966,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/pair_inputs/cell_00507_pre_pre_disaster.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/pair_inputs/cell_00507_pre_post_disaster.png,,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/stage1/predictions/cell_00507_pre_pre_disaster_prediction.json,5c537f2f-dedc-40db-8f9c-58f849325b46,,,"POLYGON ((1196.72998046875 1347.3599853515625, 1220.8399658203125 1347.3599853515625, 1220.8399658203125 1321.6500244140625, 1196.72998046875 1321.6500244140625, 1196.72998046875 1347.3599853515625))","POLYGON ((1196.72998046875 1347.3599853515625, 1220.8399658203125 1347.3599853515625, 1220.8399658203125 1321.6500244140625, 1196.72998046875 1321.6500244140625, 1196.72998046875 1347.3599853515625))",0.7545,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/crops_pre/cell_00507_pre__5c537f2f-dedc-40db-8f9c-58f849325b46.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/dates/20250110/post_crops/cell_00507_pre__5c537f2f-dedc-40db-8f9c-58f849325b46.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/masks_M/cell_00507_pre__5c537f2f-dedc-40db-8f9c-58f849325b46.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/masks_R/cell_00507_pre__5c537f2f-dedc-40db-8f9c-58f849325b46.png,1081,1206,256,1208.779,1334.497,pre_then_post,675,12012,true,0.0
,unknown,cell_00507_pre,1966,1966,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/pair_inputs/cell_00507_pre_pre_disaster.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/pair_inputs/cell_00507_pre_post_disaster.png,,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/stage1/predictions/cell_00507_pre_pre_disaster_prediction.json,d9a96dd9-1b31-492d-9358-8841a43179b6,,,"POLYGON ((1797.0 1353.2099609375, 1759.3499755859375 1353.2099609375, 1759.3499755859375 1383.31005859375, 1801.8800048828125 1383.31005859375, 1801.8800048828125 1350.5, 1797.0 1350.5, 1797.0 1353.2099609375))","POLYGON ((1797.0 1353.2099609375, 1759.3499755859375 1353.2099609375, 1759.3499755859375 1383.31005859375, 1801.8800048828125 1383.31005859375, 1801.8800048828125 1350.5, 1797.0 1350.5, 1797.0 1353.2099609375))",0.7966,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/crops_pre/cell_00507_pre__d9a96dd9-1b31-492d-9358-8841a43179b6.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/dates/20250110/post_crops/cell_00507_pre__d9a96dd9-1b31-492d-9358-8841a43179b6.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/masks_M/cell_00507_pre__d9a96dd9-1b31-492d-9358-8841a43179b6.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/masks_R/cell_00507_pre__d9a96dd9-1b31-492d-9358-8841a43179b6.png,1653,1240,256,1780.753,1368.046,pre_then_post,1348,14290,true,0.0
,unknown,cell_00507_pre,1966,1966,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/pair_inputs/cell_00507_pre_pre_disaster.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/pair_inputs/cell_00507_pre_post_disaster.png,,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/stage1/predictions/cell_00507_pre_pre_disaster_prediction.json,779b1094-b51c-4828-b938-74673e4ceb9f,,,"POLYGON ((706.6900024414062 1383.5, 724.5 1383.5, 724.5 1389.5, 733.3800048828125 1389.5, 733.3800048828125 1350.780029296875, 706.6900024414062 1350.780029296875, 706.6900024414062 1383.5))","POLYGON ((706.6900024414062 1383.5, 724.5 1383.5, 724.5 1389.5, 733.3800048828125 1389.5, 733.3800048828125 1350.780029296875, 706.6900024414062 1350.780029296875, 706.6900024414062 1383.5))",0.7919,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/crops_pre/cell_00507_pre__779b1094-b51c-4828-b938-74673e4ceb9f.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/dates/20250110/post_crops/cell_00507_pre__779b1094-b51c-4828-b938-74673e4ceb9f.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/masks_M/cell_00507_pre__779b1094-b51c-4828-b938-74673e4ceb9f.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/masks_R/cell_00507_pre__779b1094-b51c-4828-b938-74673e4ceb9f.png,593,1240,256,720.550,1368.260,pre_then_post,1012,13343,true,0.0
,unknown,cell_00507_pre,1966,1966,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/pair_inputs/cell_00507_pre_pre_disaster.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/pair_inputs/cell_00507_pre_post_disaster.png,,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/stage1/predictions/cell_00507_pre_pre_disaster_prediction.json,ed60fa5e-e3a1-4b04-8240-bc915213fa9b,,,"POLYGON ((448.0 1393.6400146484375, 463.5 1393.6400146484375, 463.5 1374.0, 456.0 1374.0, 456.0 1351.5, 448.0 1351.5, 448.0 1393.6400146484375))","POLYGON ((448.0 1393.6400146484375, 463.5 1393.6400146484375, 463.5 1374.0, 456.0 1374.0, 456.0 1351.5, 448.0 1351.5, 448.0 1393.6400146484375))",0.723,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/crops_pre/cell_00507_pre__ed60fa5e-e3a1-4b04-8240-bc915213fa9b.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/dates/20250110/post_crops/cell_00507_pre__ed60fa5e-e3a1-4b04-8240-bc915213fa9b.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/masks_M/cell_00507_pre__ed60fa5e-e3a1-4b04-8240-bc915213fa9b.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/masks_R/cell_00507_pre__ed60fa5e-e3a1-4b04-8240-bc915213fa9b.png,326,1248,256,454.371,1376.032,pre_then_post,527,12450,true,0.0
,unknown,cell_00507_pre,1966,1966,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/pair_inputs/cell_00507_pre_pre_disaster.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/pair_inputs/cell_00507_pre_post_disaster.png,,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/stage1/predictions/cell_00507_pre_pre_disaster_prediction.json,db755f06-a33a-490c-b0d6-392bd415bcaa,,,"POLYGON ((439.82000732421875 1368.1099853515625, 428.67999267578125 1371.72998046875, 437.3399963378906 1398.43994140625, 454.010009765625 1393.030029296875, 442.0899963378906 1356.2900390625, 436.57000732421875 1358.0799560546875, 439.82000732421875 1368.1099853515625))","POLYGON ((439.82000732421875 1368.1099853515625, 428.67999267578125 1371.72998046875, 437.3399963378906 1398.43994140625, 454.010009765625 1393.030029296875, 442.0899963378906 1356.2900390625, 436.57000732421875 1358.0799560546875, 439.82000732421875 1368.1099853515625))",0.5178,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/crops_pre/cell_00507_pre__db755f06-a33a-490c-b0d6-392bd415bcaa.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/dates/20250110/post_crops/cell_00507_pre__db755f06-a33a-490c-b0d6-392bd415bcaa.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/masks_M/cell_00507_pre__db755f06-a33a-490c-b0d6-392bd415bcaa.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/masks_R/cell_00507_pre__db755f06-a33a-490c-b0d6-392bd415bcaa.png,313,1252,256,441.309,1380.173,pre_then_post,615,12369,true,0.0
,unknown,cell_00507_pre,1966,1966,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/pair_inputs/cell_00507_pre_pre_disaster.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/pair_inputs/cell_00507_pre_post_disaster.png,,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/stage1/predictions/cell_00507_pre_pre_disaster_prediction.json,5b8444b4-2689-48b9-8dfb-77212154d7fe,,,"POLYGON ((572.3099975585938 1389.9100341796875, 587.719970703125 1389.1800537109375, 588.1500244140625 1398.1800537109375, 596.989990234375 1397.760009765625, 595.1900024414062 1359.8699951171875, 570.9400024414062 1361.030029296875, 572.3099975585938 1389.9100341796875))","POLYGON ((572.3099975585938 1389.9100341796875, 587.719970703125 1389.1800537109375, 588.1500244140625 1398.1800537109375, 596.989990234375 1397.760009765625, 595.1900024414062 1359.8699951171875, 570.9400024414062 1361.030029296875, 572.3099975585938 1389.9100341796875))",0.6948,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/crops_pre/cell_00507_pre__5b8444b4-2689-48b9-8dfb-77212154d7fe.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/dates/20250110/post_crops/cell_00507_pre__5b8444b4-2689-48b9-8dfb-77212154d7fe.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/masks_M/cell_00507_pre__5b8444b4-2689-48b9-8dfb-77212154d7fe.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/masks_R/cell_00507_pre__5b8444b4-2689-48b9-8dfb-77212154d7fe.png,457,1249,256,584.614,1376.751,pre_then_post,826,12897,true,0.0
,unknown,cell_00507_pre,1966,1966,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/pair_inputs/cell_00507_pre_pre_disaster.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/pair_inputs/cell_00507_pre_post_disaster.png,,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/stage1/predictions/cell_00507_pre_pre_disaster_prediction.json,eed303e4-882a-4d96-8b06-108ddab7d5b3,,,"POLYGON ((1408.0 1352.5, 1404.5 1352.5, 1404.5 1398.8399658203125, 1445.3299560546875 1398.8399658203125, 1445.3299560546875 1344.5799560546875, 1408.0 1344.5799560546875, 1408.0 1352.5))","POLYGON ((1408.0 1352.5, 1404.5 1352.5, 1404.5 1398.8399658203125, 1445.3299560546875 1398.8399658203125, 1445.3299560546875 1344.5799560546875, 1408.0 1344.5799560546875, 1408.0 1352.5))",0.8138,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/crops_pre/cell_00507_pre__eed303e4-882a-4d96-8b06-108ddab7d5b3.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/dates/20250110/post_crops/cell_00507_pre__eed303e4-882a-4d96-8b06-108ddab7d5b3.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/masks_M/cell_00507_pre__eed303e4-882a-4d96-8b06-108ddab7d5b3.png,/media/data/building_instance_tamu/la_fire_2025/stage2_damage/multidate_full_run/cell_00507/shared_base/masks_R/cell_00507_pre__eed303e4-882a-4d96-8b06-108ddab7d5b3.png,1297,1244,256,1425.171,1372.021,pre_then_post,2278,16195,true,0.0
