estimated_population,building_type,quality_flag,estimated_units,footprint_area_sqft,GEOID,STAT_LAND_,people_per_unit_ratio,estimation_notes
4.9,single_family_detached,ok,1,182.50817370701108,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,218.18491028463924,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,118.89898736649283,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,194.77289588602315,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,166.39346214708706,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,233.3067557453755,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,110.77183203795204,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,403.1576062934254,482012516001,A1,5.983539094650205,none
2.6,single_family_detached,ok,1,217.4487190843359,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,188.54035397323497,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,119.27601797757815,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,212.33054636813074,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,150.76646764062463,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,435.47234673535314,482012516002,A1,3.1485642946317105,none
2.3,mobile_home,ok,1,198.07071870952166,482012516003,A2,2.8,none
2.6,single_family_detached,ok,1,142.81302598241615,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,281.57533586494384,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,552.1486602048591,482012516002,A1,3.1485642946317105,none
2.3,single_family_detached,ok,1,241.79333887716274,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,285.66591601207494,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,253.9932138395617,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,288.5277074485967,482012516002,A1,3.1485642946317105,none
2.3,single_family_detached,ok,1,199.53571592745016,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,476.82808293486386,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,486.3089668880315,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,225.89444355243018,482012516002,A1,3.1485642946317105,none
2.3,single_family_detached,ok,1,252.07990895666853,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,192.71356746197426,482012516002,A1,3.1485642946317105,none
2.0,single_family_detached,ok,1,391.958880376327,482012517021,A1,2.5308641975308643,none
4.9,single_family_detached,ok,1,58.569763944935055,482012516001,A1,5.983539094650205,none
2.0,single_family_detached,ok,1,425.2701357516552,482012517021,A1,2.5308641975308643,none
4.9,single_family_detached,ok,1,63.16447185493915,482012516001,A1,5.983539094650205,none
4.9,mobile_home,ok,1,156.89601916410925,482012516001,A2,5.983539094650205,none
4.9,single_family_detached,ok,1,203.40025051112295,482012516001,A1,5.983539094650205,none
2.0,single_family_detached,ok,1,370.2060501801667,482012517021,A1,2.5308641975308643,none
4.9,mobile_home,ok,1,161.92574564462348,482012516001,A2,5.983539094650205,none
4.9,single_family_detached,ok,1,53.08595216912228,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,222.68301951320683,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,238.06244617146794,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,219.6723714045258,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,70.40864495930788,482012516001,A1,5.983539094650205,none
4.9,mobile_home,ok,1,36.81109998270463,482012516001,A2,5.983539094650205,none
4.9,single_family_detached,ok,1,59.4673516070804,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,242.0938086819471,482012516001,A1,5.983539094650205,none
2.3,single_family_detached,ok,1,426.3880040383591,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,378.6293588821579,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,443.66382596530184,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,445.96033552335354,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,115.14101938977565,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,263.4742911359253,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,356.3172910167077,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,100.38024331947301,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,637.2984283059228,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,119.70678768358538,482012516002,A1,3.1485642946317105,none
2.3,single_family_detached,ok,1,459.6563837727444,482012516003,A1,2.8,none
2.3,single_family_detached,ok,1,58.61958815008194,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,213.11654434009682,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,268.36953773810427,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,67.07898748071334,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,114.91154357527645,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,316.19157834825506,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,402.8887428538068,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,235.0839948457811,482012516002,A1,3.1485642946317105,none
2.3,single_family_detached,ok,1,215.37521005512352,482012516003,A1,2.8,none
2.3,single_family_detached,ok,1,75.35674054165423,482012516003,A1,2.8,none
2.3,mobile_home,ok,1,125.35728291943641,482012516003,A2,2.8,none
2.0,single_family_detached,ok,1,341.75491811312855,482012517021,A1,2.5308641975308643,none
4.9,mobile_home,ok,1,111.4131949535104,482012516001,A2,5.983539094650205,none
2.0,single_family_detached,ok,1,314.0543702264499,482012517021,A1,2.5308641975308643,none
2.0,single_family_detached,ok,1,316.8426918695448,482012517021,A1,2.5308641975308643,none
4.9,mobile_home,ok,1,292.83295025815585,482012516001,A2,5.983539094650205,none
4.9,mobile_home,ok,1,141.64832373741922,482012516001,A2,5.983539094650205,none
4.9,single_family_detached,ok,1,33.75185908094606,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,190.68271996731173,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,166.20260119804868,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,145.1655617827853,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,202.65094646385816,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,144.7243268123603,482012516001,A1,5.983539094650205,none
4.9,mobile_home,ok,1,238.98203244145103,482012516001,A2,5.983539094650205,none
4.9,single_family_detached,ok,1,289.09172943945595,482012516001,A1,5.983539094650205,none
2.6,single_family_detached,ok,1,194.42226188667155,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,211.17523124239335,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,328.86593002285895,482012516002,A1,3.1485642946317105,none
2.3,single_family_detached,ok,1,87.9872527939686,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,64.73009378004821,482012516002,A1,3.1485642946317105,none
2.3,single_family_detached,ok,1,116.59014363999685,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,350.23264763546354,482012516002,A1,3.1485642946317105,none
2.3,single_family_detached,ok,1,215.34710839101166,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,122.37030383790633,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,253.715244649395,482012516002,A1,3.1485642946317105,none
2.3,mobile_home,ok,1,487.7345302897778,482012516003,A2,2.8,none
2.3,single_family_detached,ok,1,487.7345302897778,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,460.9232041586724,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,472.7064322268139,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,246.6243517976115,482012516002,A1,3.1485642946317105,none
2.3,single_family_detached,ok,1,466.99558309112774,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,110.56992109087842,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,114.29603990473723,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,104.41712564849234,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,277.9110487384894,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,40.83002944438315,482012516002,A1,3.1485642946317105,none
2.3,single_family_detached,ok,1,221.5232397408936,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,331.9240739769783,482012516002,A1,3.1485642946317105,none
2.3,mobile_home,ok,1,391.33167889728287,482012516003,A2,2.8,none
2.6,single_family_detached,ok,1,342.59716411368623,482012516002,A1,3.1485642946317105,none
2.3,single_family_detached,ok,1,309.811061528746,482012516003,A1,2.8,none
2.3,mobile_home,ok,1,187.7887207909975,482012516003,A2,2.8,none
2.0,single_family_detached,ok,1,130.77111236987642,482012517021,A1,2.5308641975308643,none
2.0,single_family_detached,ok,1,218.19878985288375,482012517021,A1,2.5308641975308643,none
4.9,mobile_home,ok,1,135.35644568182818,482012516001,A2,5.983539094650205,none
2.0,single_family_detached,ok,1,319.34986107931246,482012517021,A1,2.5308641975308643,none
2.0,single_family_detached,ok,1,670.0562004951188,482012517021,A1,2.5308641975308643,none
4.9,single_family_detached,ok,1,149.814051145401,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,122.31335286314328,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,182.68432188746905,482012516001,A1,5.983539094650205,none
4.9,mobile_home,ok,1,169.0215799749292,482012516001,A2,5.983539094650205,none
4.9,mobile_home,ok,1,176.1966559192117,482012516001,A2,5.983539094650205,none
4.9,single_family_detached,ok,1,182.54450381599443,482012516001,A1,5.983539094650205,none
2.0,single_family_detached,ok,1,436.01050795241486,482012517021,A1,2.5308641975308643,none
4.9,single_family_detached,ok,1,110.64823227241648,482012516001,A1,5.983539094650205,none
4.9,mobile_home,ok,1,125.76994035650587,482012516001,A2,5.983539094650205,none
4.9,single_family_detached,ok,1,53.775358338630454,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,129.590301232023,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,150.1000306847425,482012516001,A1,5.983539094650205,none
4.9,mobile_home,ok,1,87.58864692390614,482012516001,A2,5.983539094650205,none
2.3,single_family_detached,ok,1,117.54891138252029,482012516003,A1,2.8,none
4.9,single_family_detached,ok,1,321.828755008508,482012516001,A1,5.983539094650205,none
2.3,single_family_detached,ok,1,700.8306244971092,482012516003,A1,2.8,none
4.9,single_family_detached,ok,1,63.79155019944609,482012516001,A1,5.983539094650205,none
2.6,single_family_detached,ok,1,156.8260289092554,482012516002,A1,3.1485642946317105,none
4.9,mobile_home,ok,1,162.88586982020712,482012516001,A2,5.983539094650205,none
2.0,single_family_detached,ok,1,251.01394657549056,482012517021,A1,2.5308641975308643,none
2.3,single_family_detached,ok,1,110.73664635020576,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,84.04223615846867,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,378.5282479722184,482012516002,A1,3.1485642946317105,none
4.9,single_family_detached,ok,1,358.08273040375855,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,62.2263238691262,482012516001,A1,5.983539094650205,none
4.9,mobile_home,ok,1,246.4522225412478,482012516001,A2,5.983539094650205,none
2.6,single_family_detached,ok,1,672.7926838599531,482012516002,A1,3.1485642946317105,none
4.9,single_family_detached,ok,1,24.960681213753563,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,344.1306225065374,482012516001,A1,5.983539094650205,none
2.0,single_family_detached,ok,1,408.6249373915932,482012517021,A1,2.5308641975308643,none
2.6,single_family_detached,ok,1,232.99632230871583,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,342.4074566752263,482012516002,A1,3.1485642946317105,none
2.3,single_family_detached,ok,1,151.40158159983585,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,416.4841771540196,482012516002,A1,3.1485642946317105,none
4.9,mobile_home,ok,1,95.15044896229534,482012516001,A2,5.983539094650205,none
2.3,single_family_detached,ok,1,183.84839686655957,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,295.27916541805274,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,354.8873031346028,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,393.35068135680007,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,381.322613667511,482012516002,A1,3.1485642946317105,none
2.3,single_family_detached,ok,1,92.87626414671561,482012516003,A1,2.8,none
2.3,single_family_detached,ok,1,261.79442082033813,482012516003,A1,2.8,none
2.3,single_family_detached,ok,1,257.0313025837148,482012516003,A1,2.8,none
4.9,single_family_detached,ok,1,64.1685463009575,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,183.67051935257368,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,83.8106618450325,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,112.75461225038026,482012516001,A1,5.983539094650205,none
2.3,single_family_detached,ok,1,458.0315828292419,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,310.88690402150417,482012516002,A1,3.1485642946317105,none
4.9,mobile_home,ok,1,355.668615357907,482012516001,A2,5.983539094650205,none
2.3,single_family_detached,ok,1,124.60848434874272,482012516003,A1,2.8,none
2.3,mobile_home,ok,1,170.2688111012999,482012516003,A2,2.8,none
2.3,single_family_detached,ok,1,115.08831282497276,482012516003,A1,2.8,none
2.3,mobile_home,ok,1,205.9089224818026,482012516003,A2,2.8,none
4.9,single_family_detached,ok,1,186.91588530124685,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,89.64369821121952,482012516001,A1,5.983539094650205,none
2.6,single_family_detached,ok,1,36.51447857237282,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,328.3706356492223,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,188.21795347582764,482012516002,A1,3.1485642946317105,none
2.3,mobile_home,ok,1,115.95773659574607,482012516003,A2,2.8,none
4.9,single_family_detached,ok,1,229.12009298582305,482012516001,A1,5.983539094650205,none
2.3,single_family_detached,ok,1,216.20567799747266,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,430.1013076595472,482012516002,A1,3.1485642946317105,none
2.3,single_family_detached,ok,1,730.1241128434458,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,245.85976197488836,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,344.16607556675837,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,375.38891931635453,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,418.114318594291,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,376.3291435615197,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,230.92324262032108,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,138.6367940176498,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,444.7144537181561,482012516002,A1,3.1485642946317105,none
2.3,mobile_home,ok,1,252.9169858610582,482012516003,A2,2.8,none
2.3,single_family_detached,ok,1,177.48915679673712,482012516003,A1,2.8,none
2.3,single_family_detached,ok,1,384.8472684577003,482012516003,A1,2.8,none
2.3,single_family_detached,ok,1,172.68552473359748,482012516003,A1,2.8,none
2.3,mobile_home,ok,1,181.04349744325398,482012516003,A2,2.8,none
2.3,single_family_detached,ok,1,63.23565182843458,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,371.3489670032593,482012516002,A1,3.1485642946317105,none
2.3,mobile_home,ok,1,126.87715931177887,482012516003,A2,2.8,none
2.6,single_family_detached,ok,1,645.0098958413301,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,103.166173427431,482012516002,A1,3.1485642946317105,none
2.8,mobile_home,ok,1,68.09230405338441,482012515012,A2,3.21822272215973,none
2.0,single_family_detached,ok,1,28.86236750919134,482012517021,A1,2.5308641975308643,none
2.0,single_family_detached,ok,1,312.9989995540163,482012517021,A1,2.5308641975308643,none
2.0,single_family_detached,ok,1,322.2766146095964,482012517021,A1,2.5308641975308643,none
2.0,single_family_detached,ok,1,319.61856368441954,482012517021,A1,2.5308641975308643,none
2.0,single_family_detached,ok,1,149.14455950696077,482012517021,A1,2.5308641975308643,none
2.0,single_family_detached,ok,1,593.5380362186125,482012517021,A1,2.5308641975308643,none
4.9,mobile_home,ok,1,142.32148318242207,482012516001,A2,5.983539094650205,none
4.9,single_family_detached,ok,1,121.53457659338713,482012516001,A1,5.983539094650205,none
4.9,mobile_home,ok,1,137.68943032850223,482012516001,A2,5.983539094650205,none
4.9,single_family_detached,ok,1,138.19049787256887,482012516001,A1,5.983539094650205,none
4.9,mobile_home,ok,1,71.97455221245083,482012516001,A2,5.983539094650205,none
4.9,single_family_detached,ok,1,116.81982716137816,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,261.99106530404606,482012516001,A1,5.983539094650205,none
4.9,mobile_home,ok,1,318.86573643409196,482012516001,A2,5.983539094650205,none
4.9,single_family_detached,ok,1,119.23811026391996,482012516001,A1,5.983539094650205,none
4.9,mobile_home,ok,1,95.98073640438271,482012516001,A2,5.983539094650205,none
4.9,single_family_detached,ok,1,40.571328926128416,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,202.9880209393475,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,90.2785977819927,482012516001,A1,5.983539094650205,none
2.3,single_family_detached,ok,1,41.43666803181094,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,430.7891995056062,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,124.03763105913708,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,336.471674956785,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,383.65658404652953,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,206.2144737368698,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,353.58752358309437,482012516002,A1,3.1485642946317105,none
4.9,single_family_detached,ok,1,99.52549868370937,482012516001,A1,5.983539094650205,none
2.6,single_family_detached,ok,1,121.55406528556928,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,85.76498897765303,482012516002,A1,3.1485642946317105,none
2.3,single_family_detached,ok,1,660.3175945180801,482012516003,A1,2.8,none
2.3,single_family_detached,ok,1,525.9385657454798,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,202.60552040373827,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,335.2148172909333,482012516002,A1,3.1485642946317105,none
2.3,single_family_detached,ok,1,276.9921882580535,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,284.8265255211945,482012516002,A1,3.1485642946317105,none
2.3,single_family_detached,ok,1,203.5062090760453,482012516003,A1,2.8,none
2.3,single_family_detached,ok,1,242.68588656870432,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,344.5380077776895,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,294.264923088522,482012516002,A1,3.1485642946317105,none
2.3,mobile_home,ok,1,225.61837841877698,482012516003,A2,2.8,none
2.3,mobile_home,ok,1,211.58413762886235,482012516003,A2,2.8,none
2.3,single_family_detached,ok,1,160.1934935330377,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,686.6570567538901,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,344.20194636784714,482012516002,A1,3.1485642946317105,none
2.0,single_family_detached,ok,1,386.3682129152637,482012517021,A1,2.5308641975308643,none
2.0,single_family_detached,ok,1,423.4021283817455,482012517021,A1,2.5308641975308643,none
2.0,single_family_detached,ok,1,313.6052368776271,482012517021,A1,2.5308641975308643,none
4.9,mobile_home,ok,1,172.06852698093243,482012516001,A2,5.983539094650205,none
4.9,single_family_detached,ok,1,94.88828256306408,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,33.35335781855706,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,346.10247534492214,482012516001,A1,5.983539094650205,none
4.1,duplex,ok,2,51.604524669522654,482012516001,B2,2.5,none
4.9,single_family_detached,ok,1,208.75763703097311,482012516001,A1,5.983539094650205,none
4.9,mobile_home,ok,1,212.02582661324914,482012516001,A2,5.983539094650205,none
4.9,single_family_detached,ok,1,213.77010333003798,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,103.27054697480469,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,172.1750457170587,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,121.50262940308993,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,240.00152178029194,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,136.77208453445076,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,222.52787160345198,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,123.50095226576813,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,154.46079338293143,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,331.9170895023635,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,229.937909917018,482012516001,A1,5.983539094650205,none
2.3,single_family_detached,ok,1,108.08715198707893,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,418.8296747119487,482012516002,A1,3.1485642946317105,none
2.3,single_family_detached,ok,1,252.04367322154104,482012516003,A1,2.8,none
2.3,single_family_detached,ok,1,229.5584666976647,482012516003,A1,2.8,none
2.3,single_family_detached,ok,1,293.8530632116733,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,295.1714560067234,482012516002,A1,3.1485642946317105,none
2.3,single_family_detached,ok,1,282.56671184754475,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,124.17364587803718,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,333.28383976216406,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,192.37942440537213,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,122.26230813541018,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,476.93417666782454,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,315.61382962940866,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,286.28994171177766,482012516002,A1,3.1485642946317105,none
2.3,mobile_home,ok,1,143.6594133491102,482012516003,A2,2.8,none
2.3,mobile_home,ok,1,176.77936109267276,482012516003,A2,2.8,none
2.3,single_family_detached,ok,1,114.71572034057431,482012516003,A1,2.8,none
2.3,single_family_detached,ok,1,89.46472401421289,482012516003,A1,2.8,none
2.3,single_family_detached,ok,1,80.47890197822605,482012516003,A1,2.8,none
2.0,single_family_detached,ok,1,245.82833799911927,482012517021,A1,2.5308641975308643,none
2.0,single_family_detached,ok,1,296.64460308316694,482012517021,A1,2.5308641975308643,none
4.9,single_family_detached,ok,1,302.65339562327847,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,267.57332807059754,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,241.48146467824662,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,47.35268510003054,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,192.50064382940312,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,156.62591595346677,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,181.0654385097609,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,48.108301433456454,482012516001,A1,5.983539094650205,none
2.3,single_family_detached,ok,1,101.8125963150506,482012516003,A1,2.8,none
2.3,single_family_detached,ok,1,98.36862398763834,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,256.59452426662835,482012516002,A1,3.1485642946317105,none
2.3,single_family_detached,ok,1,147.986451174706,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,260.35091213530507,482012516002,A1,3.1485642946317105,none
2.3,mobile_home,ok,1,93.3951910130489,482012516003,A2,2.8,none
2.6,single_family_detached,ok,1,189.17768754564597,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,514.9233832974119,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,308.6267594458258,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,132.41425770053135,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,383.9212502010753,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,372.2968093843672,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,394.7769439044546,482012516002,A1,3.1485642946317105,none
2.3,mobile_home,ok,1,148.73398550476173,482012516003,A2,2.8,none
2.3,mobile_home,ok,1,151.22447006230513,482012516003,A2,2.8,none
2.3,single_family_detached,ok,1,28.567886984928922,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,425.4285472478283,482012516002,A1,3.1485642946317105,none
2.3,single_family_detached,ok,1,105.04311582026517,482012516003,A1,2.8,none
2.6,single_family_detached,ok,1,433.16916602975874,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,77.82710704097461,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,332.9824846285338,482012516002,A1,3.1485642946317105,none
2.3,mobile_home,ok,1,288.9009868644557,482012516003,A2,2.8,none
2.0,single_family_detached,ok,1,109.29569269431724,482012517021,A1,2.5308641975308643,none
2.0,single_family_detached,ok,1,356.68886421946786,482012517021,A1,2.5308641975308643,none
2.0,single_family_detached,ok,1,460.42360978984,482012517021,A1,2.5308641975308643,none
4.9,single_family_detached,ok,1,352.10834213719033,482012516001,A1,5.983539094650205,none
2.0,single_family_detached,ok,1,256.91048399688276,482012517021,A1,2.5308641975308643,none
4.9,single_family_detached,ok,1,319.65469345653696,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,150.5568208318166,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,128.53887324321113,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,354.79361537951735,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,167.09100619319963,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,87.65512877081825,482012516001,A1,5.983539094650205,none
4.9,mobile_home,ok,1,63.81502781000252,482012516001,A2,5.983539094650205,none
4.9,single_family_detached,ok,1,634.7694496537688,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,204.34835318897748,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,87.94417943389082,482012516001,A1,5.983539094650205,none
4.9,mobile_home,ok,1,338.3397195327961,482012516001,A2,5.983539094650205,none
4.9,single_family_detached,ok,1,241.25059227375948,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,305.86125419633936,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,223.20745067941513,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,180.97765610298617,482012516001,A1,5.983539094650205,none
4.9,single_family_detached,ok,1,90.4364850807389,482012516001,A1,5.983539094650205,none
4.9,mobile_home,ok,1,80.72271257420856,482012516001,A2,5.983539094650205,none
2.6,single_family_detached,ok,1,276.5766817732265,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,414.35915737751253,482012516002,A1,3.1485642946317105,none
2.6,single_family_detached,ok,1,426.7854218229995,482012516002,A1,3.1485642946317105,none
